ID,Nombre,Apellido,Fecha de Nacimiento,Género,Dirección,Teléfono,Correo Electrónico,Puesto,Departamento,Fecha de Contratación,Tipo de Contrato,Turno de Trabajo,Supervisor,Estado de Empleo
1600,Michael,Scott,1959-05-13,Femenino,"16235 Martin Knoll
South Stanleyton, KY 66113",910-699-3775x5747,john79@example.net,Comptroller,ADminISTrACIÓn,2019-09-12,TeMPOral,RotaTIVO,Kristy Yoder,En licEncia
1601,Luis,Farley,1971-07-24,Femenino,"06559 Kim Curve Suite 556
Victoriabury, MS 85384",001-651-320-6032x6077,greilly@example.net,Retail merchandiser,pRODuCción,2019-06-23,PERmanenTE,DiuRnO,Christopher Armstrong,AcTiVO
1602,Chad,Klein,1997-12-15,Masculino,"317 Wells Loaf Apt. 295
Charlesburgh, OR 72382",8682741003,joelgregory@example.com,Osteopath,manTenimIEnTo,2016-05-24,a TIeMPO PARciAL,DiurNO,Sabrina Howe,aCtIVo
1603,Bradley,Bennett,1998-06-17,Masculino,"81774 Schwartz Hill Suite 426
Clarkstad, LA 44535",+1-654-598-1418,johnsonchris@example.org,"Nurse, learning disability",caLIdad,2014-09-02,a tIemPo PaRciaL,noCturno,Jennifer Quinn,EN LiceNcIa
1604,Richard,Booth,1959-06-27,Femenino,"437 Hamilton Mall
East Larry, ID 76717",001-217-626-1239,robert02@example.com,Tourism officer,aDMinIsTraCIÓN,2014-08-05,A TiEMpo paRCIaL,diurNO,Michael Blevins,RETIRAdo
1605,Christine,Murphy,1968-09-17,Masculino,"USNS James
FPO AE 18290",+1-958-656-2158,elizabethwatts@example.com,Water engineer,LogÍStiCa,2015-06-05,A tIeMpo PaRCial,DIUrNo,Janice Johnson,reTIrAdo
1606,Amanda,Gregory,2005-01-14,Masculino,"780 Carpenter Drive Apt. 262
South Nancyfort, FL 29491",+1-639-543-7450x064,edwardsbrian@example.net,Communications engineer,PRodUccIÓN,2017-01-02,TeMPOraL,rOTaTiVO,Thomas Green,ACtIVo
1607,Brittany,Barnes,1979-01-29,Femenino,"Unit 8021 Box 3555
DPO AP 15385",863-944-9403x038,mezamary@example.com,Insurance underwriter,adminiSTrACIóN,2019-12-28,a TiEMpO PARcial,NocTuRNO,Sarah Rich,reTIRadO
1608,James,Charles,1968-09-15,Masculino,"001 Tiffany Ridges
East Debraburgh, ND 87153",516-322-3939,eric39@example.org,Hospital pharmacist,cAlIdad,2022-05-17,peRmaNENtE,diuRno,Amanda Byrd,En licEnCia
1609,Jessica,Chen,1973-03-24,Femenino,"0661 Ortega Dale
Gordonchester, NY 16371",(977)459-1186x57409,manderson@example.com,Landscape architect,pROduCciÓn,2024-05-26,A TIeMpo pARCIAl,DIURno,Jane Stewart,rEtiraDo
1610,Manuel,Moss,1964-05-01,Femenino,"79335 Peters Mountain
West Erik, MA 98265",(280)420-3565x68347,burnettstephanie@example.net,Network engineer,CaliDad,2016-05-05,tempOraL,noctUrno,Maria Rhodes,reTIraDO
1611,Christopher,Archer,2004-12-17,Masculino,"64830 Alyssa Squares Suite 377
Stephenfurt, NM 87421",001-706-203-6399x67855,joshuaalexander@example.com,Production engineer,adMiNISTRaciÓn,2018-12-11,A TIeMPo pARCiAL,RotAtIVO,Caleb George,ActiVO
1612,Jesse,Small,1971-03-17,Masculino,"266 Brittany Rest
Karenmouth, NH 94454",535.525.4314,nicolemercer@example.org,"Psychologist, forensic",cAliDaD,2015-02-11,pErManeNTe,DiUrno,Kathleen Baldwin,RETIrAdo
1613,Candice,Wheeler,1959-05-29,Femenino,"864 Scott Trafficway
Danielton, OK 00535",511-315-4855,randall72@example.net,Training and development officer,MANtENiMiEnto,2019-09-30,A TiemPo pArcIaL,Nocturno,John Caldwell,reTiRAdO
1614,Dennis,Patterson,1980-10-25,Femenino,"3039 Patterson Knolls
East Josephberg, WY 17949",+1-605-803-9708x1913,mcintoshtracey@example.net,Furniture conservator/restorer,cALIdaD,2018-07-02,a TieMpO PaRCIaL,ROtaTiVo,Cynthia Galloway,eN LICenCia
1615,Teresa,Garcia,1989-01-16,Femenino,"6751 Jason Flat Apt. 737
Pooleshire, GU 54728",629-748-7460,xibarra@example.org,Environmental health practitioner,CalIDaD,2014-08-07,TEMpORaL,rotaTIvO,Jason Baker,rEtiraDo
1616,Brittany,Buchanan,1998-05-05,Masculino,"4910 Reid Plaza
Larsonville, NV 71968",+1-869-559-2305,susan77@example.org,"Psychologist, counselling",ProDuCcIÓn,2016-02-07,a TiEMpO parCIAl,nOctUrno,Dawn Braun,EN liCeNcIA
1617,Samantha,Dodson,1977-05-04,Masculino,"39214 Johnston Trail
North Timothyborough, RI 04073",+1-238-654-7231,joshuawaller@example.org,Applications developer,CalidAd,2016-11-15,pErmanEntE,nocturNO,Scott Salazar,reTirADo
1618,Roger,Preston,1970-07-23,Masculino,"3684 White Road
Johnsonton, DE 96241",477.630.4615x10066,regina47@example.net,Ship broker,CalidAD,2021-04-25,a tiemPO PaRciAL,diUrNO,Jeffrey Frazier,acTIvO
1619,Vanessa,Hill,1996-11-24,Masculino,"84090 Bradley Village Apt. 972
Williamsstad, NJ 01422",909.956.8126x11498,alyssamatthews@example.com,Office manager,AdminIStRAcIÓN,2016-02-25,A tiemPO PArcIal,nOCtURno,Greg Cameron,REtiRAdo
1620,Richard,Wilson,2002-05-11,Masculino,"242 Clark Spurs Suite 844
Murphyberg, NC 32612",+1-496-967-0177x011,smedina@example.com,"Engineer, petroleum",CALIDaD,2019-02-05,A tiEMpO PaRcIAL,RoTAtiVO,Amanda Merritt,reTIraDO
1621,Cynthia,King,1961-04-02,Masculino,"888 Karen Dale Apt. 830
West Miguel, TN 43113",500.374.5873x72399,matthewwatkins@example.net,Chartered management accountant,AdMINISTrACión,2019-03-08,a tiEMpo PARCiaL,rOTAtIVO,Amanda Henry,AcTiVO
1622,Holly,Robinson,1968-09-17,Masculino,"888 Dominguez Lake Apt. 859
Walkerland, KS 25082",884.734.8290x06258,heather88@example.net,"Lighting technician, broadcasting/film/video",MANtENimiENtO,2022-10-20,PErmANEnTE,noCtUrnO,Jill Stephenson,AcTIvO
1623,Stephen,Shepherd,1979-08-01,Femenino,"717 Jordan Mountain
Jasminemouth, WV 07116",660.817.5165x55195,careychristopher@example.org,"Therapist, occupational",CAlIDAD,2019-05-23,TEmPORaL,DIuRNO,Marcus Price,En LIcencia
1624,Kara,Chen,1984-10-12,Masculino,"6978 Steven Corners Suite 201
Scotttown, TN 61114",(760)831-5318x30275,kevin51@example.net,Education administrator,calIDAd,2014-12-30,TEmpOrAl,dIURNO,Elizabeth Daniels,En LiceNcIA
1625,Joseph,Johnson,1998-04-25,Masculino,"USS Martinez
FPO AE 96590",001-399-395-5824,carol85@example.org,Television floor manager,LoGísTIcA,2021-02-19,perMAnEnTe,diUrno,John Mora,retiRaDO
1626,Stacey,Gonzales,1974-01-14,Femenino,"437 Warren Well
Adamsmouth, WA 91814",(994)707-9765,camposrobin@example.com,"Embryologist, clinical",prODuCciÓn,2018-01-31,tEMpORAl,nOCturnO,Jeremy Diaz,aCTivo
1627,David,Webster,1980-01-28,Femenino,"835 Lawrence Heights Suite 321
Lewisville, VT 57679",(367)851-5185,xrodgers@example.com,Media planner,mAnTEnImIEnto,2015-08-09,A tIemPo parCIaL,DIUrNO,Ann Jones,reTIrAdO
1628,Mary,Powers,1978-08-19,Femenino,"937 Green Plaza
Port Christopherbury, NY 78359",627-341-0765x88917,progers@example.com,Accommodation manager,CALidAd,2018-06-14,A tIempo PaRciAL,diURno,Allison Larsen,aCTiVo
1629,Michael,Simpson,1995-07-30,Masculino,"0349 Castro Crossroad
Lake Carla, AL 26507",8644989759,valerieroberts@example.org,Manufacturing engineer,AdmIniStRACiÓn,2016-05-15,a TIemPo paRcIAL,diuRno,Mathew Williams,en liCencIa
1630,Richard,York,1992-10-18,Femenino,"41736 Colleen Hills
West Dylan, WV 95140",(706)977-4486x31461,kellyortega@example.org,Environmental consultant,PRodUCCión,2015-11-15,A tIeMPO paRCIaL,diuRno,Connie Lewis,ACtIVO
1631,Joshua,Potter,1978-01-28,Femenino,"08223 Sims Manor
South Ralph, KY 00654",(574)686-2196,wilsonjuan@example.net,Academic librarian,mAnTeNIMIEnto,2020-02-07,a tIeMPO PaRCIal,DiUrno,Jeffery Dean,RETIrAdo
1632,Jose,Olson,1987-08-29,Masculino,"4593 Katherine Forest
North Christinashire, MT 24335",(962)446-1730x403,matthew05@example.net,Radiation protection practitioner,MAntENImIeNto,2016-06-27,teMPorAl,noCTuRNo,Mary Malone,rETIRaDO
1633,Tara,Jennings,1967-09-04,Femenino,"6835 Beltran Causeway
Taylormouth, VT 33372",+1-743-315-7300,marissa72@example.com,Make,LogÍsTiCA,2024-05-04,TEMPOral,rOtaTIvO,Brandy Lee,REtIrado
1634,Dustin,Quinn,1970-11-22,Femenino,"1448 Wall Garden Suite 430
Meredithmouth, WV 52771",618-952-7443,brian45@example.net,Investment analyst,prODUCCiÓN,2023-01-07,a TieMPo PArcial,nOCTURNo,Mrs. Ashley Acevedo,ReTiRADo
1635,Maria,Smith,1967-11-21,Masculino,"4849 John Spurs
West Allisonmouth, PA 58623",955-772-7403x7417,vsmith@example.com,Early years teacher,aDmINisTRaCión,2019-08-27,a tiemPo PArCIAL,dIURNO,Ronald Thomas,rETIrado
1636,Joseph,Farmer,1969-12-12,Masculino,"94215 Dennis Mills Suite 792
Lowehaven, PR 79975",732.370.1911x03657,millsjessica@example.net,Personal assistant,AdmIniSTraCión,2015-12-24,A tIemPo pARCial,roTAtIvo,Debra Hall,RetIRADO
1637,Michael,Smith,1986-10-02,Masculino,"11064 Ryan Lodge Suite 959
East Kennethville, MT 87449",+1-759-690-9563x75321,kpennington@example.com,"Accountant, chartered certified",ManTEnimienTO,2015-03-18,peRMaNENtE,RotaTIVo,Lindsey Hurley,en LIcEnCia
1638,Charles,Miller,1966-06-03,Femenino,"Unit 3729 Box 1674
DPO AP 94914",+1-389-457-0771,fsmith@example.org,Hydrographic surveyor,maNtenImiENtO,2024-03-11,A tIemPo parciAL,Nocturno,Timothy Vargas,En LIcENCia
1639,William,Sexton,1996-11-18,Femenino,"2196 Randall Vista
Port Donaldhaven, WA 46184",(930)466-2772,shepherdjessica@example.com,"Psychotherapist, dance movement",MANTeNiMIeNTO,2019-12-02,TEMPoRaL,ROTAtIvo,Patrick Thomas,EN lIceNCIA
1640,William,Baker,1997-12-22,Femenino,"1921 Perez Ridge Apt. 226
Juanport, VI 08617",(599)362-0836,woodssharon@example.com,International aid/development worker,caLIdad,2016-06-23,a TIemPO ParCiAl,DIURnO,Robert Hill,eN LiCencIA
1641,Thomas,Leonard,1986-07-14,Masculino,"USNS Norton
FPO AE 44360",776-406-8548x2027,lisamurphy@example.com,Marine scientist,mANteniMIenTO,2023-01-09,TEMporAl,dIURnO,Jose Cooper,AcTIvo
1642,Antonio,Alvarado,1990-05-22,Femenino,"5686 Bruce Crossroad Apt. 797
Ethanchester, MS 94181",001-911-322-0755,adam34@example.net,Corporate investment banker,caliDaD,2022-06-24,TEmPORal,dIurno,Kelly Green,EN lIcencIa
1643,Craig,Neal,2004-10-17,Femenino,"148 Debra Roads Suite 644
New Maryland, WI 30469",+1-642-346-4725x91902,christopher65@example.com,Science writer,logíStIca,2015-11-09,a Tiempo pARciAL,RoTaTivo,Becky Moon,RETIrADO
1644,Matthew,Mason,1982-10-16,Femenino,"58600 Rowe Branch Suite 400
East Julia, VT 11970",(242)341-3780,mrodriguez@example.com,Petroleum engineer,caLiDad,2020-09-13,a TiemPo paRCiAL,NOcTuRno,David Reid,reTirADo
1645,Luis,Guerrero,1976-01-28,Femenino,"0826 Collins Ports Apt. 017
Christopherton, NC 78720",319-622-4012x507,smithamy@example.org,Biomedical engineer,admINiSTrAcIón,2024-06-10,pErmaNENte,DIURNo,Taylor Smith,aCtIvo
1646,Joseph,Chan,1978-04-04,Femenino,"USS Brooks
FPO AP 31928",746-463-8910x37325,oporter@example.net,Operations geologist,cAliDAd,2021-06-25,TEmpORAl,DIuRnO,Martin Cooper,en liCEnCia
1647,David,Parrish,1991-02-04,Masculino,"27404 Henson Lakes
Port Anthony, ME 03787",453.700.7474x5813,amiller@example.com,Dance movement psychotherapist,pRODucCIón,2024-01-14,TeMPORAL,NOCTURNo,David Johnson,rEtIrado
1648,Whitney,Macdonald,1972-01-01,Masculino,"3342 Gabriel Circle
Gallagherport, NC 06021",(469)917-9138x10444,qgonzalez@example.com,"Designer, textile",MANTeNIMIenTo,2019-05-28,tEMporal,noctUrno,Susan Krueger,en lICencIA
1649,Chad,Gomez,1975-02-11,Masculino,"5566 Kelly Gardens
West Philipville, AZ 54551",766.722.5097x67312,xcummings@example.net,Air broker,MAntEniMIeNTO,2019-04-30,a TIEmpo ParcIaL,NOCtUrno,Edward Larsen,ACTivO
1650,Catherine,Mayer,1982-03-31,Femenino,"3923 Kim Viaduct Apt. 381
East Gracebury, DE 27784",772.715.3769x883,murphykyle@example.org,"Therapist, horticultural",lOGísTiCA,2015-07-23,a tiempo pARCial,ROtatIVo,Jordan Smith,REtirado
1651,Isaac,Bush,1978-05-18,Masculino,"819 Elizabeth Plain Apt. 038
Lindsaymouth, DC 54243",+1-229-857-8041,kfields@example.org,Patent examiner,CAlIdad,2018-12-13,PerMANENtE,DiuRNo,Dr. Karen Bates,RETIradO
1652,Andrew,Norris,1984-09-25,Masculino,"502 Jose Orchard
West Ericland, WY 12520",936.481.5816x8698,phood@example.net,Translator,PRODUcCIÓn,2019-03-20,tEmPOrAL,noCtuRNO,Sandra Dixon,rEtIRado
1653,Sara,Flores,1960-11-08,Femenino,"Unit 8420 Box 5358
DPO AE 14450",(468)360-4709,michaelwatts@example.org,"Surveyor, commercial/residential",caLiDAd,2015-08-01,A tiempo pARCIAl,rOTAtivO,Jessica Evans,aCTiVO
1654,Tara,Cunningham,1978-05-19,Femenino,"78852 Brooks Club
Hallhaven, KY 88485",001-360-361-9576x073,anthonyrodriguez@example.com,Land/geomatics surveyor,CAlidad,2020-12-18,a tIEmpo paRciaL,diUrnO,Lucas Roman,ACTivO
1655,Frank,Vincent,1970-03-30,Masculino,"54033 Flores Bridge
South Richardton, OK 65173",001-652-474-4392x5858,diazamy@example.com,Patent examiner,MANtENIMIenTo,2019-06-11,a tiEmpo PArciAL,NocTurnO,Kelli Ramos,retirAdO
1656,Donna,Tanner,1975-08-23,Masculino,"562 Craig Stream
Cohenberg, MN 64792",718.942.6036x6275,hansonmatthew@example.org,Automotive engineer,lOgísTiCA,2023-10-01,temPORal,rotATiVO,Valerie Atkins,eN LIcENCiA
1657,Leslie,Johnson,1963-06-25,Masculino,"736 Johnson Ford Suite 875
Port Heatherfurt, MT 73164",577-865-4222x986,bwilliams@example.org,Sales executive,lOgíStICA,2014-09-22,TemporAl,rOtATIvO,Justin Stevens,en LiCEnciA
1658,Annette,Ashley,1963-04-28,Masculino,"8908 Garcia Springs Apt. 884
South Michael, WI 19285",794-312-1392,cdavenport@example.net,"Scientist, audiological",MANTENimIEnTo,2022-04-03,A TiempO PaRCIal,NocTUrno,Theresa Gray,ReTiRadO
1659,Brandon,Johnson,1961-11-15,Masculino,"0456 Leah Neck Apt. 117
Robinview, VT 44690",001-963-243-9893x054,ivanwilliams@example.com,"Journalist, magazine",cALIDad,2018-07-19,tEMporal,rotaTIvo,Alyssa Strickland,actiVo
1660,Elizabeth,Hill,1982-07-02,Masculino,"4754 Larry Point
East Jamie, CO 96288",+1-327-568-6631x46868,shannonpacheco@example.net,"Scientist, research (life sciences)",aDMINisTraCióN,2022-11-04,A TIEMPO pARciAl,Diurno,Laura Adams,ACTIVo
1661,Amy,Dodson,1980-06-30,Femenino,"9684 Jessica Field
Malonefort, IN 50295",723.200.9392x79044,angelasmith@example.com,Psychiatrist,ProduCcIÓn,2016-03-18,TemporAL,rotAtivo,David Long,retiRAdO
1662,Lauren,Gibson,1981-07-11,Masculino,"3635 Holmes Heights Suite 300
West Kylie, UT 39536",964-619-6773x14239,huberkatherine@example.com,Fish farm manager,CALIDAD,2017-08-15,teMPoRAl,DIurno,John Turner,ActIVo
1663,Erica,Vazquez,1982-09-04,Femenino,"3020 Smith Spurs Suite 543
North Sarah, NC 36614",947.503.4051,taylorwalter@example.org,Photographer,CALIdad,2023-09-09,teMporaL,diURNO,Joel Morgan,En LIcEnCIa
1664,Julian,Mendoza,1978-12-01,Masculino,"10542 John Cliffs Suite 348
Sarahhaven, MD 21100",+1-269-800-1935x161,tiffany45@example.net,Firefighter,cAlIdAd,2018-04-17,PerManENtE,roTaTIVO,Christopher White,activo
1665,Kimberly,Cabrera,1996-08-07,Femenino,"318 Peterson Highway Suite 032
South Coreybury, OR 04618",(682)317-4064x78853,proberts@example.org,"Scientist, research (physical sciences)",LOgÍstIca,2016-04-29,tempORAl,DiUrno,Christian Williams,rEtirADo
1666,Carl,Brown,1979-12-27,Masculino,"443 Jessica Curve Suite 929
Weberchester, MH 51364",001-581-807-1952x7431,mosssherri@example.com,Banker,MAnTenIMieNtO,2018-02-18,A tIEMPo pArciAl,rotAtIVo,Timothy Beck,rETIradO
1667,Lori,Warren,1996-12-31,Masculino,"35963 Jeffrey Expressway
South Raymond, TX 73982",001-661-907-6299x557,martinlopez@example.com,Water engineer,prodUCcIÓN,2022-05-18,PeRmaNEnte,NOCtUrNO,Mark Clark,eN LICenCIa
1668,David,Park,1996-04-28,Femenino,"3019 Roman Harbors
New Thomasstad, AS 39411",001-830-674-4332x653,michaelbrewer@example.net,"Engineer, civil (consulting)",lOGÍSTicA,2021-11-13,a tiEMPo pArCIAL,DiUrno,George Peters,retIrAdO
1669,Whitney,Cox,1975-01-29,Masculino,"1915 Danielle Views
Angelaburgh, ND 14010",641.330.2831x978,delgadobeth@example.com,Logistics and distribution manager,MantENiMIEnto,2022-12-13,peRMaNEnte,RoTaTIvO,Jonathan Ray,AcTiVo
1670,Nicholas,Cook,2003-03-30,Femenino,"81849 Knapp Mews Apt. 977
Hannahfurt, VA 83197",001-793-692-8398,fmoran@example.com,Agricultural consultant,MANteNimIEnTo,2015-04-18,perMAnENtE,NOctURNO,Charles Edwards,en LICEncIa
1671,Darren,Smith,2004-05-02,Masculino,"USNV Morgan
FPO AP 36312",+1-986-834-6558x823,jimenezstephanie@example.net,Electronics engineer,ManTENImiENTO,2015-04-27,peRmAnEntE,diUrNO,Teresa Harrison,ActiVO
1672,Jacqueline,Dorsey,1961-03-11,Masculino,"346 Koch Spurs
New Matthew, IA 73451",603.222.6473x1110,hansendaniel@example.net,Private music teacher,prODuCcióN,2019-04-21,pERmAneNTe,noctUrno,Kim Smith,reTIRAdO
1673,Lisa,Fischer,1988-05-12,Masculino,"3709 Gonzalez Track
North Sarahstad, CO 99517",318-296-6724,ksawyer@example.org,Games developer,prODUcCIÓN,2018-01-25,PERMaNeNte,nOctuRno,Meredith Johnson,aCTiVO
1674,Francis,Rios,1966-12-30,Femenino,"0509 Nicole Trace
Wellsmouth, FM 01297",992-414-3850,mandyrose@example.com,"Accountant, chartered",CALIdAd,2024-04-28,a TiEmPO Parcial,rOtativo,Erin Chang,En lIcENcIA
1675,Elizabeth,Nguyen,1976-05-02,Masculino,"72465 Sharp Mews Suite 884
East Megan, OR 55556",241-346-2281x753,wprice@example.org,"Therapist, drama",ProDUCcIón,2021-07-08,a tiEmpo PArCIal,ROTatIvO,Mark Moore,RetIraDo
1676,Noah,Cabrera,1965-03-17,Masculino,"61929 Mcfarland Neck Apt. 903
Blackport, ME 28787",606-820-8278x51092,xolson@example.net,Water engineer,MaNTENiMIeNTO,2015-03-09,peRMANEnTE,NoCTUrNO,Mark Porter,En licEnCia
1677,Reginald,Mckinney,2000-05-08,Femenino,"1002 Harper Bridge
Brownville, ND 41769",+1-262-261-7317,eric09@example.net,Commissioning editor,PRodUccióN,2016-02-18,tEmPoRAL,DIuRnO,Eric Williams,REtiRaDO
1678,David,Gomez,1969-04-21,Masculino,"616 Jacob Springs
Millsville, NH 50925",510-624-0929,gallegoslisa@example.com,"Surveyor, rural practice",lOGíStICa,2021-12-26,tempOraL,NocTurNo,Donna Campbell,acTivO
1679,Hunter,Jones,1999-06-17,Femenino,"364 Matthew Highway
Lake Courtneyville, WV 67497",271-586-9803x87288,taylorrobert@example.com,"Production designer, theatre/television/film",caLIDAD,2023-07-30,TeMpOral,NocTUrNo,Sara Walker,ReTIRaDO
1680,Denise,Cole,1971-05-26,Masculino,"Unit 7850 Box 0129
DPO AA 46766",591.685.3157x0679,charles39@example.org,Garment/textile technologist,CAlIdAd,2023-03-16,a tiemPo pArciAL,RotATIvO,Michael Stephens,retiRaDO
1681,Kevin,Thomas,1993-08-28,Femenino,"99423 Cynthia Brook Suite 789
North Lisaport, ME 81885",(747)819-3619,maryramos@example.com,Chief Marketing Officer,LOgÍstiCa,2014-07-22,a tiemPo pARcIal,rOTATIVo,Theresa Nelson,eN LicEnCIA
1682,Erin,Adams,1973-07-21,Femenino,"67596 Gibson Canyon
Lake Williamhaven, AZ 00664",899-306-7245,johnroberts@example.net,Wellsite geologist,LogÍSTiCA,2018-07-14,A TIeMpo pARciAL,rOtaTivo,Gary Mcconnell,EN lIceNcIA
1683,Ashley,Lutz,1967-08-22,Femenino,"924 Park Unions Suite 443
Pamelafort, SC 28514",001-202-286-7725,krodriguez@example.net,Museum/gallery curator,CalidaD,2021-11-09,tEmporAl,DiuRno,Dana Sexton,en LiCeNCiA
1684,Jamie,Young,1968-12-24,Femenino,"USS Baker
FPO AP 50533",001-289-368-7104x4884,tiffany98@example.org,"Pharmacist, hospital",prODucCión,2016-03-09,PErMaNEnTe,rOTAtIVo,Eric Small,EN LicenCiA
1685,Amanda,Freeman,1977-02-07,Masculino,"0654 Jay Loaf Suite 917
Brownport, IA 31667",911-203-0735,joshua99@example.org,Probation officer,aDmInIstracIón,2018-03-07,PeRMAnENte,diuRNO,Kimberly Brown,EN LIcENCiA
1686,Amanda,Dudley,1978-05-11,Femenino,"23718 Kenneth Curve
Fergusontown, FL 98153",5972271259,katherine14@example.net,Broadcast journalist,CALiDAD,2024-04-14,PErManeNTE,nOcTuRnO,Tracy Salazar,REtIRADo
1687,Brian,Anderson,1970-07-11,Masculino,"14085 Ford Plains
Patriciafort, UT 28678",819-889-1080,bowerschristina@example.org,Commercial art gallery manager,maNtENiMIeNto,2016-07-30,temPoral,NoCtURnO,Leslie Landry,retIRaDo
1688,Nathan,Miller,1976-03-09,Masculino,"PSC 8546, Box 2147
APO AP 86821",618-880-3400,yangmark@example.com,Prison officer,ADMIniStRación,2023-05-18,tEMPoral,NOcTurnO,Michelle Espinoza,rEtIrAdo
1689,Peter,Bush,1982-10-11,Masculino,"69805 Farrell Bypass Suite 136
West Jackberg, MT 40534",9794227068,david38@example.com,Exhibition designer,CaLIdad,2019-04-25,perManeNte,NOCtURnO,Jeremy Jones,RetIRADo
1690,Mark,Chang,1985-01-07,Masculino,"4596 Alvarado Trail
North Kennethfurt, MD 56479",335-744-2938,omiller@example.com,"Optician, dispensing",AdmiNisTrAcIÓn,2023-11-03,TempoRal,NoCtUrNo,Valerie Bailey,en LICEncIA
1691,Jeff,Greene,1981-02-07,Masculino,"67776 Riley Lane
Amandatown, AS 83015",+1-643-854-5881x5822,lindsey99@example.com,Industrial/product designer,prOduCcióN,2023-01-26,a TieMpo parciaL,rOTaTiVO,Timothy Rodgers,ActIvo
1692,Timothy,Hayes,1958-11-10,Femenino,"105 Miller Hollow
New Tracey, AZ 88690",001-999-996-9870x290,uhill@example.net,Banker,cAliDad,2020-11-24,TEmpoRaL,roTaTIvo,Jonathan Patterson,rETirADo
1693,Linda,Jones,2000-01-21,Femenino,"93400 Gallagher Harbors
New Emilytown, VT 63055",+1-909-698-6392x744,wholmes@example.org,Restaurant manager,lOgísTIcA,2023-08-13,tEMpoRAl,nocTuRnO,David Alvarez,AcTIvO
1694,Kevin,Aguirre,1964-03-21,Masculino,"314 Daniel Flat
Phillipston, ND 44820",919.793.8956,matthew94@example.org,Furniture designer,lOGíSTicA,2020-01-18,tEMPorAl,nOcTurNo,Jeffrey Hamilton,RETIRado
1695,Kimberly,Adams,1958-08-15,Masculino,"4928 Travis Square Apt. 456
East Kevinfurt, IL 06174",(997)740-0922x480,jessicagibbs@example.org,Volunteer coordinator,PRoDuCCión,2019-04-22,pErMaNente,diUrNo,Kelly Golden,acTiVO
1696,Michael,Barnes,2005-12-25,Femenino,"556 Elizabeth Parkway
Port Kelly, IA 41653",(264)688-5410x24440,burgesscharles@example.net,Building control surveyor,PrODUCciÓn,2016-04-29,a tieMPo pARcIAl,noCtURno,Caitlyn Bolton,RetiraDo
1697,Elaine,Chan,2005-03-25,Masculino,"4506 Burke Trail
Charlesfurt, WI 58041",884-574-3556x19559,paulbrown@example.com,Animal technologist,LOgíStica,2022-09-15,TEMpORal,nOCTuRNo,Sherry Ochoa,rETirado
1698,Darlene,Hernandez,2002-04-16,Masculino,"Unit 3992 Box 8904
DPO AA 32436",6202833147,speterson@example.org,"Pharmacist, community",AdMInisTRacIón,2020-11-26,peRManEntE,RotATIvO,Jamie Martinez,RetIRADO
1699,Megan,Levy,1978-04-07,Masculino,"360 Johnson Isle Apt. 330
Lauraton, VA 80746",(690)454-8747x690,sarahjones@example.org,Podiatrist,ADmiNiStRACIÓN,2015-12-26,A tieMPO pArcial,nOCtURNo,Marc Myers,RetiRAdO
1700,Michael,Davis,1960-02-10,Masculino,"USNV Rush
FPO AA 71469",+1-455-838-9126x266,glenda72@example.net,Museum education officer,admInISTRacIóN,2018-08-24,PeRManENTE,RoTATIVo,Adam Scott,aCtiVO
1701,Daniel,Friedman,1993-12-17,Masculino,"9390 Cheryl Trace Apt. 336
East Billy, MP 19023",+1-861-416-3279x1048,lynnthomas@example.net,Community development worker,prodUcCIÓn,2018-02-13,a TIemPO PaRCiAl,rOtAtIvO,Hannah Wyatt,ActIvo
1702,William,Valencia,1986-02-27,Masculino,"92807 Jeremy Parks Suite 640
West Victoriaport, NE 14608",285-906-7561,djones@example.com,Animator,PrODUcCiÓN,2021-04-08,PERmaNEnTe,RotATivO,Elizabeth Preston,aCtIVo
1703,Rose,Ross,1966-02-17,Masculino,"344 Jennifer Square
East Valerieview, DE 83418",+1-263-690-8384x578,christopherrhodes@example.org,Psychotherapist,ADMinISTRAcIÓn,2024-06-24,permANente,ROTatiVO,Michelle Johnson,rETIradO
1704,Elizabeth,Stein,1975-04-04,Masculino,"7031 Garrison Canyon
Kirkville, MO 38063",+1-226-980-3944x6390,websteralbert@example.org,Radio broadcast assistant,LoGÍStICA,2017-11-02,A tIempo pArCIAL,dIURNO,Michael Barr,en liCEncia
1705,Michael,Robbins,2006-02-26,Masculino,"74799 Whitaker Springs Apt. 242
East Scott, RI 42162",690-507-8957,mooreryan@example.com,Land/geomatics surveyor,mANTeniMieNTo,2022-01-15,PermanENTE,RoTaTivO,Nathan Burns,actIVo
1706,Andrew,Williams,1973-05-14,Femenino,"4701 Jones Avenue Suite 057
Lake Jeffreymouth, NM 52301",001-381-728-4000x61180,susanjordan@example.org,Volunteer coordinator,mANTeNimieNto,2021-03-25,a TieMpO ParcIaL,rOtativo,Charles Hill,RetIrADo
1707,Krista,Randall,1986-07-05,Masculino,"7709 Ian Wall Apt. 296
Jonestown, GA 19576",575-244-4976x416,darrell04@example.net,"Designer, jewellery",manTeNiMIEntO,2023-01-30,TEmPOrAl,ROTAtIVO,Sandra Austin,rEtirAdo
1708,Heather,Rogers,1959-02-09,Femenino,"82565 Melendez Vista
North Michael, IL 26022",001-777-297-9566,ronaldgibson@example.net,Insurance underwriter,AdmInIsTRAcIÓn,2021-09-03,PErMAnentE,noCTuRNO,William Coleman,RetiRAdO
