ID,Nombre,Apellido,Fecha de Nacimiento,Género,Dirección,Teléfono,Correo Electrónico,Puesto,Departamento,Fecha de Contratación,Tipo de Contrato,Turno de Trabajo,Supervisor,Estado de Empleo
1466,Alexis,Orr,1990-11-22,Femenino,"7362 Amanda Neck
North Nicole, AR 76302",725-304-7976,charles82@example.org,"Scientist, research (medical)",Logística,2016-05-09,Permanente,Nocturno,Jennifer Freeman,En licencia
1467,Tony,Pierce,1963-09-05,Masculino,"422 Hall Cape
Jeffreyburgh, PW 10147",6376208381,bruce22@example.net,Mental health nurse,Logística,2021-09-29,A tiempo parcial,Diurno,Kevin Hall,Retirado
1468,Susan,Johnson,1988-03-11,Femenino,"5789 Price Shoal
Munozland, GU 22870",(897)831-2885,charles68@example.com,Chartered legal executive (England and Wales),Producción,2021-01-09,Permanente,Nocturno,Carolyn Williams,Activo
1469,Amy,Osborne,1959-11-06,Femenino,"09179 Cynthia Junctions
Greenport, MT 70817",398-878-6534x5931,leejonathan@example.org,Chief Strategy Officer,Mantenimiento,2024-01-09,Permanente,Rotativo,Taylor Wilson,Retirado
1470,Stacie,Lynch,1960-06-15,Femenino,"3278 Patrick Hill
South Bill, PA 01842",630.200.6986x032,ayersrichard@example.net,Video editor,Calidad,2018-06-27,Permanente,Diurno,Stephanie Garza,Activo
1471,Vicki,Lloyd,1973-04-09,Femenino,"210 Wagner Stream Apt. 463
Port Brianport, MO 79326",(360)586-9247x8748,matthewgarcia@example.com,Dancer,Producción,2021-03-09,Temporal,Rotativo,Andrea Taylor,Activo
1472,Emily,Hurst,1991-04-16,Masculino,"9475 Kim Loop
Port Malik, WY 48850",(837)873-1928,gkramer@example.net,Artist,Producción,2019-08-22,Permanente,Nocturno,Dr. Michele Sosa,Retirado
1473,Joshua,Clarke,2004-09-27,Femenino,"1907 Brown Wall Suite 957
New Jacob, MT 23918",+1-293-453-7102x554,michaeljohnson@example.net,"Horticulturist, commercial",Logística,2018-06-28,Temporal,Nocturno,James Brown,Activo
1474,Victoria,Barron,1982-12-26,Masculino,"82996 Kathryn Field Apt. 477
Meganland, CT 62552",387.344.0091,edwardsjames@example.com,Fisheries officer,Mantenimiento,2024-05-20,Permanente,Nocturno,William Perkins,Activo
1475,Darrell,Adams,1988-03-19,Masculino,"PSC 7649, Box 3076
APO AE 04905",(804)894-9521x303,john53@example.net,Exhibition designer,Administración,2020-05-05,A tiempo parcial,Nocturno,Danielle Jenkins,Activo
1476,Daniel,Ross,1994-06-11,Masculino,"144 Olson Divide Suite 437
Lake Shawnland, MD 31999",2185728698,justin56@example.net,Manufacturing systems engineer,Mantenimiento,2019-10-07,A tiempo parcial,Rotativo,James Stewart,Activo
1477,Holly,Gibbs,1962-02-26,Femenino,"4269 Owens Mountain Suite 128
Perezshire, KS 39535",+1-526-896-3120x564,thall@example.com,"Producer, radio",Calidad,2024-06-05,Permanente,Rotativo,Sarah Duncan MD,En licencia
1478,Angela,James,2006-01-27,Masculino,"6114 Andrea Plaza Apt. 777
South Bruceview, NM 26780",2819163872,jesse34@example.com,Trade union research officer,Administración,2018-06-26,Permanente,Diurno,Bridget Martin,Activo
1479,Jorge,Johnson,1961-05-18,Masculino,"Unit 2416 Box 9141
DPO AP 99301",447.500.9649x830,gaykrista@example.net,Web designer,Mantenimiento,2024-05-31,A tiempo parcial,Nocturno,Chelsea Rich,Activo
1480,Alison,Alexander,1994-08-02,Masculino,"361 Veronica Hill Apt. 789
Josephville, UT 58588",583-966-2080,rduffy@example.net,Company secretary,Calidad,2017-04-23,Temporal,Nocturno,Roger Bell,Retirado
1481,Amber,Glover,1971-10-29,Femenino,"760 Carla Ridge
Youngchester, MD 66637",001-686-379-6153x540,djohnson@example.org,Warehouse manager,Calidad,2021-03-26,Permanente,Rotativo,Nichole Williams,Retirado
1482,Hannah,Wells,1969-03-30,Femenino,"USNS Bowers
FPO AA 19406",670-704-9588,lopezmaria@example.com,Clothing/textile technologist,Logística,2015-08-18,Permanente,Nocturno,Erica Hammond,Retirado
1483,Mark,Cole,1975-06-06,Femenino,"3336 Chavez Drives Suite 009
Fletcherfurt, IL 48935",(598)517-3465,bensonbrian@example.com,"Scientist, product/process development",Administración,2016-05-25,Temporal,Nocturno,Lauren Bentley,En licencia
1484,William,Simpson,1959-11-03,Masculino,"2755 Baird Lights
North Catherine, IL 14647",001-656-280-5444x049,kimkennedy@example.com,Clinical molecular geneticist,Mantenimiento,2014-11-21,A tiempo parcial,Diurno,Rachael Mitchell,Retirado
1485,Thomas,White,1985-10-14,Masculino,"Unit 4332 Box 4172
DPO AA 96352",230.407.3995,marshalllarry@example.org,"Programmer, multimedia",Mantenimiento,2021-01-08,A tiempo parcial,Rotativo,Lauren Rodriguez,Retirado
1486,Patricia,Nichols,1986-03-13,Femenino,"145 Keith Meadow
Buckstad, NH 67645",+1-779-330-0939x37661,cheryl20@example.org,Clinical embryologist,Logística,2016-09-22,A tiempo parcial,Nocturno,Meghan Garcia,Retirado
1487,Sharon,Hoffman,2000-01-07,Femenino,"755 Sharon Keys Apt. 282
North Adrianside, FL 84771",(445)675-7283x8315,ymonroe@example.com,"Therapist, nutritional",Logística,2016-12-25,Permanente,Rotativo,Craig James,Activo
1488,Jonathan,Williams,1971-09-25,Masculino,"55802 Michael Dam Apt. 402
Phillipsport, PW 07223",001-410-341-5061x135,gloria95@example.com,Metallurgist,Calidad,2018-04-10,Temporal,Nocturno,Amy Brooks DVM,Activo
1489,Brandon,Griffin,1960-06-08,Masculino,"225 Thomas Street Apt. 849
Taylorshire, TN 52682",244-692-4297x435,holly33@example.com,"Scientist, marine",Logística,2021-03-08,A tiempo parcial,Rotativo,Mr. Earl Rose,Retirado
1490,Jonathan,Daniel,1958-10-01,Masculino,"3380 Melissa Mount
Schwartzmouth, KS 75223",9498775409,stephaniedavis@example.com,"Nurse, children's",Mantenimiento,2022-12-02,Temporal,Nocturno,Katherine Mitchell,Retirado
1491,Matthew,Warren,1975-01-30,Masculino,"18641 Lewis Rest Apt. 941
East Jamieland, FM 73692",+1-909-493-4731x00957,markrush@example.org,Operational investment banker,Producción,2023-04-04,Permanente,Rotativo,Justin Moore,Activo
1492,Sarah,Jackson,1964-07-17,Masculino,"4378 Taylor Drive Apt. 056
Kellybury, MN 49580",001-585-948-0841x183,william41@example.org,Chartered certified accountant,Producción,2019-05-29,Permanente,Diurno,Stephanie Jones,En licencia
1493,Melissa,Gonzalez,1990-05-22,Femenino,"9245 James Garden
Jonesfurt, WI 30884",2067435519,daymorgan@example.org,"Nurse, learning disability",Calidad,2022-12-28,Temporal,Nocturno,Kelly Gordon,Activo
1494,John,Greene,1992-10-10,Femenino,"9398 Keith Square
Lake Gordon, NC 90324",(261)365-6462,coxryan@example.net,"Therapist, music",Producción,2017-10-09,A tiempo parcial,Nocturno,Brandon Reyes,En licencia
1495,Meghan,Jones,1962-06-13,Femenino,"9107 Anthony Ways
Henryton, VI 87966",001-385-375-1166x55206,conradmary@example.org,Water quality scientist,Producción,2017-10-16,Temporal,Diurno,Patrick Sanchez,En licencia
1496,Hayley,Jones,1965-10-30,Femenino,"543 Stephen Run Suite 469
New Jessicaburgh, DE 04308",351.618.0695,williamsdawn@example.net,Medical sales representative,Producción,2018-02-27,A tiempo parcial,Rotativo,Emma Beasley,Retirado
1497,Christine,Edwards,1967-04-13,Masculino,"5022 Berger Station Suite 303
South Marcview, AK 28343",001-233-416-2470x5272,russelljessica@example.org,Toxicologist,Producción,2023-12-30,Temporal,Rotativo,Jessica Graves,Activo
1498,Susan,Hall,1997-05-22,Femenino,"4171 Jared Estates Suite 210
West Johnny, MO 51090",688-231-4286x3776,rogersmaureen@example.org,"Therapist, music",Administración,2016-10-22,A tiempo parcial,Rotativo,Stephen Miller,Activo
1499,Jennifer,Moses,1992-12-08,Femenino,"056 Chad Throughway
East William, DC 00518",001-386-932-1521x127,monica64@example.org,Architect,Calidad,2021-07-13,Permanente,Nocturno,Nathan Webb,Activo
1500,Nicole,Cannon,2004-05-22,Femenino,"940 Eileen Mission Suite 993
New Meganfurt, VT 81753",392-968-4002x0252,matthewmiller@example.net,Community arts worker,Administración,2022-09-01,Permanente,Rotativo,Matthew Ford,Retirado
1501,William,Phillips,1971-09-12,Femenino,"7603 Walker Loop Apt. 856
Lake Lori, GU 55411",615-688-0386x1020,cgonzalez@example.net,Mudlogger,Calidad,2016-05-05,A tiempo parcial,Diurno,Jeremy Freeman,Activo
1502,Sara,Hall,1983-11-16,Femenino,"PSC 9567, Box 0342
APO AA 50739",+1-838-983-8175x269,tylerdawson@example.com,Hospital pharmacist,Administración,2024-03-13,A tiempo parcial,Rotativo,Betty Mitchell,Retirado
1503,George,Joseph,1993-08-05,Femenino,"24889 Wayne Gardens Suite 011
Brittanyport, MT 75843",5915068923,catherinenorris@example.com,Art gallery manager,Administración,2016-03-17,Permanente,Nocturno,Mrs. Lori Wilson,Activo
1504,Christina,Meadows,1967-01-05,Masculino,"PSC 4643, Box 1669
APO AA 27683",(803)636-9187x2854,loririley@example.com,"Designer, textile",Administración,2021-12-26,Permanente,Nocturno,Elizabeth Johnson,En licencia
1505,Tyler,Oneill,1983-01-19,Femenino,"19327 Gardner Corner Apt. 679
Joshuatown, FM 18279",(784)412-1436,holmesbetty@example.net,Research scientist (maths),Calidad,2023-08-04,Permanente,Diurno,Brenda Butler,En licencia
1506,Nicholas,Hudson,1989-07-02,Femenino,"64920 Harding Mission
South Joshua, IN 04664",(496)548-6001,vmiller@example.net,"Exhibitions officer, museum/gallery",Mantenimiento,2021-07-28,A tiempo parcial,Rotativo,Susan Gilmore,En licencia
1507,Jason,Johnson,1989-02-20,Masculino,"2072 Best Village
Fosterchester, AK 04654",001-731-557-0815x63886,fordtravis@example.org,"Engineer, land",Producción,2015-05-25,A tiempo parcial,Rotativo,Lori Ramirez,Retirado
1508,Douglas,Palmer,1971-06-05,Masculino,"8133 Osborne Inlet Suite 215
Gilbertville, IN 36544",+1-984-955-1232x4040,vhughes@example.com,Arts administrator,Logística,2022-12-19,A tiempo parcial,Diurno,Michael Walsh,Activo
1509,Scott,Bond,1976-02-17,Femenino,"111 Vicki Shoals Suite 090
Michellechester, WA 91025",8756174336,charlene31@example.net,Soil scientist,Logística,2016-10-22,Permanente,Diurno,Nicole Mercer,En licencia
1510,Katrina,Greene,1976-09-06,Masculino,"653 Crystal Rapid Apt. 132
Goodwinberg, VA 17582",390-376-4251x7741,potternathan@example.net,Ecologist,Calidad,2015-02-23,A tiempo parcial,Nocturno,Stephen Elliott,Activo
1511,Amber,Kelly,1981-01-21,Femenino,"5428 Wright Freeway
East Nicholashaven, RI 25569",001-381-259-5318x4944,jmullins@example.com,"Radiographer, diagnostic",Logística,2024-01-05,Temporal,Nocturno,Todd Moore,En licencia
1512,Catherine,Anderson,1975-01-26,Femenino,"6873 Bryant Forest
New Christineport, ND 11939",+1-990-792-1675,sheila80@example.org,Physiological scientist,Calidad,2023-06-21,A tiempo parcial,Nocturno,Bryan Lawrence,En licencia
1513,John,Thomas,1973-05-28,Femenino,"USNS Page
FPO AE 47481",+1-771-971-6472,ghowell@example.com,General practice doctor,Mantenimiento,2018-10-25,A tiempo parcial,Nocturno,Colleen Cross,Retirado
1514,Peggy,Hall,2004-02-05,Masculino,"39190 John Villages
Meganville, UT 90589",+1-355-434-7433,kathleen48@example.com,Company secretary,Administración,2020-07-18,A tiempo parcial,Diurno,Rhonda Reeves,Activo
1515,Derrick,Tyler,1997-01-22,Femenino,"337 Gilmore Common Apt. 206
Andrewburgh, DC 54668",947.518.0705x54014,rnielsen@example.org,"Pharmacist, community",Logística,2020-06-22,A tiempo parcial,Rotativo,Kimberly Newton,Retirado
1516,Andrew,Baker,1972-01-28,Masculino,"4665 Rice Lights Suite 965
South Catherine, NE 53920",779-872-6022x08771,mejiajames@example.org,Printmaker,Logística,2024-05-06,Permanente,Rotativo,James Burns,Activo
1517,Shannon,Garcia,1989-11-06,Masculino,"3364 Brewer Loop Suite 552
East Melanieberg, MH 44325",4948598687,rodneywagner@example.com,Osteopath,Calidad,2018-04-08,Permanente,Rotativo,Sherry Stewart,Retirado
1518,Kelsey,Bryant,1966-02-09,Femenino,"445 Braun Flats Suite 106
North Patriciaport, FL 72468",951.873.1764x81211,wallacejeffrey@example.org,"Teacher, English as a foreign language",Logística,2015-07-14,A tiempo parcial,Diurno,Hunter Scott,En licencia
1519,David,Love,1977-12-17,Masculino,"Unit 4753 Box 4944
DPO AP 31102",573-364-4862x352,gfisher@example.net,"Engineer, structural",Administración,2015-05-26,Temporal,Diurno,Alejandra Torres,Retirado
1520,Anthony,Riley,1991-03-04,Masculino,"178 Guzman Fords Suite 942
Valdezside, MH 11143",394-410-7095x95064,opayne@example.org,"Therapist, art",Calidad,2017-02-16,Temporal,Nocturno,Edward Smith,Activo
1521,Andrew,Leonard,1977-10-10,Masculino,"29770 Jeffrey Canyon
Lake Jacob, OH 12639",001-874-697-8588x769,dennisross@example.com,"Psychologist, counselling",Mantenimiento,2015-07-31,Temporal,Nocturno,Erica Vazquez,Retirado
1522,Brooke,Harris,1969-11-29,Masculino,"0769 Day Plains
Smithmouth, IA 29101",2036417411,lolsen@example.org,Press photographer,Mantenimiento,2016-02-28,Temporal,Diurno,Sabrina Welch,Activo
1523,Rebecca,Avila,1962-12-22,Masculino,"6177 Rebecca Port
Rebeccaport, MT 12998",001-601-815-3352x144,tony39@example.com,Educational psychologist,Producción,2017-03-10,Permanente,Nocturno,Johnny Parker,Retirado
1524,Ryan,Stevenson,1958-08-03,Masculino,"PSC 2279, Box 0903
APO AP 76457",6204977104,ogalvan@example.net,Marketing executive,Logística,2018-07-01,Permanente,Diurno,Julie Johnson,Retirado
1525,Debbie,Russo,1968-07-04,Masculino,"440 Green Turnpike
East Jamesborough, SC 32522",6429442607,kinglori@example.net,"Secretary, company",Mantenimiento,2021-09-18,Permanente,Diurno,Brian Lam,En licencia
1526,Bradley,Hayes,1983-08-01,Masculino,"716 Riley Crescent Suite 786
Leefort, MN 65285",680-735-3988x63694,randolphhaley@example.net,"Restaurant manager, fast food",Mantenimiento,2022-03-02,Temporal,Diurno,Stacy Johnson,Retirado
1527,Ian,Stewart,1962-02-16,Masculino,"71890 William Green Suite 360
Port Ashley, WV 51326",001-412-911-4549x21706,dannydavis@example.net,Translator,Logística,2022-07-30,Permanente,Rotativo,Joseph Wood,En licencia
1528,Sean,James,1978-04-03,Femenino,"USCGC Richmond
FPO AA 11524",(321)412-2220x52793,hhutchinson@example.org,Commercial horticulturist,Producción,2022-03-22,Temporal,Rotativo,Ryan Wagner,En licencia
1529,Kayla,Johnson,2003-06-14,Femenino,"696 Day Circles
Taylorchester, NH 46322",872-282-3913x90102,lmills@example.net,"Horticulturist, commercial",Calidad,2016-07-15,Temporal,Diurno,Nicole Harper,En licencia
1530,Allen,Reyes,1977-02-03,Masculino,"9314 John Flat Suite 575
Natalieborough, TX 70329",937.813.4226x8163,shaunhale@example.org,Dispensing optician,Calidad,2017-08-14,Temporal,Nocturno,Michael White,En licencia
1531,Curtis,Reese,1986-07-25,Masculino,"9417 Smith Heights
Port Mary, LA 66980",235.888.5199,jenniferhartman@example.net,Health visitor,Calidad,2018-08-12,Permanente,Nocturno,Kristine Johnson,Retirado
1532,Natalie,Sanchez,1972-09-11,Masculino,"200 Vincent Mount Suite 359
South Andrea, WI 95402",905-514-9159x664,rodriguezlaura@example.com,Academic librarian,Administración,2016-11-10,Permanente,Diurno,Timothy Harvey,En licencia
1533,Alejandra,Tucker,1968-09-03,Femenino,"03705 Ramirez Fork
Brianview, TX 69373",588.819.7468x5813,tford@example.net,Landscape architect,Producción,2019-03-08,Permanente,Nocturno,Andrea Olson,Retirado
1534,Gregory,Lindsey,1974-06-08,Masculino,"0625 Fernandez Plains
North Tara, DC 25826",(282)646-2038x2927,eramos@example.org,Dealer,Mantenimiento,2019-11-08,A tiempo parcial,Diurno,Vanessa Coleman,Activo
1535,Sharon,Erickson,1979-04-21,Femenino,"015 Dustin View
West Michaelmouth, PA 11359",(919)341-8050x52804,kimberly55@example.net,IT technical support officer,Administración,2017-03-29,Temporal,Diurno,Yolanda Ryan,En licencia
1536,Diana,Caldwell,1994-01-04,Femenino,"9693 Floyd Springs Apt. 627
Hernandezville, DE 50824",+1-924-272-0860,floresjennifer@example.org,Agricultural engineer,Calidad,2015-02-15,Permanente,Nocturno,Daniel Patel,En licencia
1537,Todd,Obrien,1969-05-16,Femenino,"9942 Turner Squares Apt. 301
East Gordonburgh, VI 77822",(266)653-7009,zbarnes@example.net,"Engineer, site",Logística,2017-01-11,Temporal,Diurno,Jonathan Daugherty,Retirado
1538,Christina,Grant,1998-09-30,Femenino,"2091 Cesar Tunnel Apt. 121
East Whitney, KY 46731",466-965-5777x36396,qgarrett@example.com,Armed forces training and education officer,Producción,2015-02-05,Temporal,Rotativo,Jillian Jenkins,Activo
1539,Scott,Gutierrez,1977-07-17,Masculino,"9804 Rush Plains Apt. 223
Cassiemouth, ID 23223",584.601.5686x8171,richardcochran@example.com,Hydrologist,Producción,2021-05-14,Permanente,Nocturno,Ashley Thomas,En licencia
1540,Natalie,Torres,1976-11-29,Femenino,"956 Ball Groves
Careyport, CA 63733",+1-290-551-6742,pfuller@example.com,Museum/gallery exhibitions officer,Administración,2020-01-10,Temporal,Diurno,Matthew Martinez,Activo
1541,Sandra,Frost,1960-06-27,Femenino,"92833 Virginia Forges Apt. 467
Lake Kevin, NE 76462",512.208.6673x5871,westthomas@example.org,Advertising account executive,Mantenimiento,2014-10-06,Permanente,Diurno,Nicholas Rodriguez,Retirado
1542,Amanda,Harrington,1966-12-26,Femenino,"PSC 3110, Box 5077
APO AE 05524",+1-388-213-4609x80044,fisherralph@example.com,"Teacher, secondary school",Calidad,2018-06-20,Permanente,Diurno,David Mcpherson,Retirado
1543,David,Davis,1979-04-23,Femenino,"8029 Victoria Turnpike Apt. 740
Kevinburgh, AZ 03735",001-865-785-9994,davidreed@example.org,Community development worker,Logística,2020-03-05,Permanente,Nocturno,Paula Mcclain,Retirado
1544,Beverly,Kaufman,1998-04-23,Masculino,"137 Cobb Inlet Apt. 934
Vasquezport, KY 89997",768-952-2985x14619,debrahall@example.org,Publishing rights manager,Logística,2017-11-27,A tiempo parcial,Diurno,Matthew Rowland,Activo
1545,Benjamin,Tran,1960-09-18,Femenino,"63772 Nicole Plain
Lorishire, UT 13410",842-748-0580,mdoyle@example.com,Call centre manager,Administración,2021-12-25,A tiempo parcial,Diurno,Peggy Richardson,Activo
1546,Heather,Ortega,1974-06-08,Femenino,"0462 Christine Islands Suite 974
Port Michael, HI 64630",624-666-9621x722,stephanie21@example.net,Clinical cytogeneticist,Logística,2018-11-26,A tiempo parcial,Rotativo,Hannah Rivera,En licencia
1547,Paul,Norton,1966-05-18,Masculino,"272 Bell Plains Suite 523
North Elizabethland, WV 77573",001-744-851-9283x651,victor71@example.org,Actor,Administración,2017-03-19,Permanente,Rotativo,Kimberly Holmes,Retirado
1548,Lauren,Williams,1982-06-21,Femenino,"459 Alvarez Shore
North Kyle, CA 16209",+1-792-425-1866,myersemily@example.org,"Journalist, newspaper",Calidad,2016-01-28,Temporal,Rotativo,Kenneth Kane,Retirado
1549,Sally,Hardy,1959-08-02,Masculino,"0856 Timothy Vista
West Christinaborough, SC 13089",+1-836-629-5113,brian92@example.com,"Surveyor, commercial/residential",Calidad,2014-12-03,Temporal,Rotativo,Francisco Marshall,Activo
1550,Brett,Smith,2002-09-26,Femenino,"0170 Clark Springs Apt. 393
Tuckerhaven, ND 57096",4603716607,cthompson@example.org,"Clinical scientist, histocompatibility and immunogenetics",Calidad,2021-10-17,A tiempo parcial,Rotativo,Elizabeth Jimenez,Activo
1551,Beth,Harris,1964-11-22,Masculino,"6873 Harold Trafficway Suite 925
Joyside, HI 47405",355-330-9756,donnaho@example.com,Operational researcher,Administración,2024-05-18,A tiempo parcial,Diurno,Christina Wilcox,Activo
1552,John,Pope,1968-01-22,Femenino,"467 Cristian Via
Smithmouth, VT 65062",+1-330-545-1824x848,vickiewhite@example.com,Medical technical officer,Producción,2016-08-29,A tiempo parcial,Rotativo,Micheal Henry,Retirado
1553,Linda,Walton,2003-01-28,Masculino,"85165 Becky Prairie
Jaredstad, VA 96207",9207704364,daniel99@example.net,Diplomatic Services operational officer,Producción,2021-06-07,Temporal,Diurno,Michael Olson,Activo
1554,Amanda,Murphy,1971-01-31,Masculino,"454 Ryan Avenue
North Alexandra, WV 85725",269.656.2347x869,smithjohn@example.org,Chief Operating Officer,Mantenimiento,2021-02-04,Permanente,Rotativo,Teresa Burns,Activo
1555,Mary,Lin,1977-05-28,Masculino,"672 Norton Point
West Lisa, SD 64192",+1-625-661-5171,dmacias@example.net,Community pharmacist,Administración,2018-05-26,Permanente,Nocturno,Arthur White,Activo
1556,Matthew,Grant,1981-02-12,Masculino,"0053 Gordon Island Apt. 861
Booneton, SC 77704",9036814252,jeff16@example.net,Pharmacologist,Mantenimiento,2022-09-10,Permanente,Rotativo,Richard Lee,En licencia
1557,Ronald,Bray,2004-01-04,Masculino,"1173 Bauer Villages
Smithfort, AS 40307",887-320-2506x4760,kennethreeves@example.org,Product manager,Calidad,2016-08-21,Temporal,Rotativo,Matthew Hickman,Activo
1558,Austin,Sherman,1972-03-30,Masculino,"8962 Jason Via
New Dianestad, MT 84370",001-773-885-4065x7812,umitchell@example.com,Cabin crew,Producción,2018-08-19,A tiempo parcial,Nocturno,Elizabeth Larson,Activo
1559,Elizabeth,White,1989-06-04,Femenino,"0158 Cardenas Pike
West Kimberlyburgh, VI 89588",5226893007,odavis@example.org,"Scientist, product/process development",Producción,2017-09-25,A tiempo parcial,Rotativo,Alan Thomas,En licencia
1560,Sarah,Carter,1995-10-06,Femenino,"78779 Robinson Mountain
Larsonland, MD 00754",4165179474,uclark@example.net,Horticultural consultant,Calidad,2016-09-26,Permanente,Rotativo,Mr. Robert Scott,Activo
1561,Keith,Baldwin,1990-10-05,Femenino,"1787 Brian Port
Michaelport, ID 31058",+1-651-235-0013x7172,wendy68@example.com,Chief Marketing Officer,Administración,2017-09-29,A tiempo parcial,Rotativo,Kelsey Bates,Retirado
1562,Amanda,Contreras,1960-07-04,Masculino,"4858 Austin Ridge Suite 898
Parsonsside, MP 53728",(783)270-0043,christinamiller@example.org,"Journalist, broadcasting",Administración,2018-11-10,Temporal,Diurno,Jessica Webster,Activo
1563,Alexander,Smith,1970-07-07,Masculino,"PSC 3493, Box 9654
APO AA 54905",+1-591-594-3432,bobbytaylor@example.com,Commercial horticulturist,Calidad,2017-12-03,Temporal,Diurno,Mark Nichols,Retirado
1564,Audrey,Harrison,1979-02-17,Masculino,"2448 Kristine Grove Apt. 524
Rodriguezton, RI 79880",+1-325-274-6503x5416,regina40@example.org,Town planner,Mantenimiento,2018-02-01,Permanente,Nocturno,Beth Patterson,En licencia
1565,Alexander,Armstrong,1984-12-21,Femenino,"52866 Cobb River Apt. 118
Jenniferchester, WY 83712",+1-542-953-2986x349,anthonywagner@example.net,Broadcast engineer,Logística,2019-11-29,Permanente,Nocturno,Steven Barnett,Retirado
1566,Raymond,Gibson,1974-02-05,Femenino,"0224 Ashley Mission
East Danastad, FM 20300",001-584-794-2809,antonio38@example.com,"Investment banker, operational",Calidad,2015-01-09,Temporal,Diurno,Corey Howe,Retirado
1567,Brent,Smith,1998-04-18,Femenino,"471 Danielle Motorway Suite 753
Brownmouth, MN 29248",556.716.5530x3220,sraymond@example.com,"Engineer, control and instrumentation",Administración,2018-06-26,A tiempo parcial,Rotativo,Dr. Laura Craig,Retirado
1568,Shari,Coleman,1985-05-02,Femenino,"147 Thomas Divide Apt. 107
Jenniferside, NH 78119",001-789-444-0521x4474,brownmargaret@example.com,Immunologist,Logística,2014-08-08,A tiempo parcial,Nocturno,Lisa Smith,En licencia
1569,Zachary,Wood,1978-07-20,Femenino,"5071 Cooper Road Suite 445
Washingtonport, TX 32290",+1-713-892-4114x214,fisherjohn@example.com,Advertising art director,Calidad,2016-06-29,A tiempo parcial,Diurno,Chad Williams,En licencia
1570,Robert,Soto,2003-06-24,Femenino,"220 Chris Shores Suite 059
Zacharyland, CO 64758",497.826.0625,fcampbell@example.com,Interpreter,Calidad,2019-12-21,Permanente,Diurno,Brian Santiago,En licencia
1571,Michelle,Estrada,1964-06-07,Masculino,"PSC 5067, Box 6232
APO AA 42602",938-764-1738,tina36@example.org,"Engineer, maintenance",Mantenimiento,2018-06-06,Permanente,Nocturno,Martin Owen,En licencia
1572,Claudia,Smith,1967-07-18,Femenino,"77834 Alice Path
Allenview, TN 87938",001-601-245-2550x43630,nfoster@example.org,Product designer,Administración,2020-05-19,A tiempo parcial,Diurno,Stacy Johnson,Activo
1573,Jesus,Clark,1974-05-22,Femenino,"00976 Samantha Parks Suite 671
Cynthiaview, NV 31369",234.635.6601x6724,angela30@example.net,Maintenance engineer,Mantenimiento,2021-05-04,Temporal,Rotativo,Jamie Mendoza,En licencia
1574,Patrick,King,1998-02-15,Femenino,"39769 Bryan Spur Suite 112
Lake Jacobside, AR 06462",3386415906,anthony77@example.net,Paramedic,Administración,2024-02-24,A tiempo parcial,Diurno,Robin Hernandez,Activo
1575,Stephen,Martinez,1974-10-27,Femenino,"791 Fuentes Ports
Stephanieborough, NH 72384",(422)517-5356x9416,josephdaniel@example.com,Art therapist,Calidad,2014-10-25,A tiempo parcial,Diurno,Chad Hunt,Activo
1576,Christian,Rodriguez,1978-04-22,Femenino,"1820 Morales Stream
South Matthewland, VT 54885",601-329-4450x12074,qjohnson@example.org,Agricultural engineer,Mantenimiento,2019-04-18,A tiempo parcial,Nocturno,Kristen Parrish,En licencia
1577,Garrett,Arellano,1991-10-31,Masculino,"826 Benjamin Isle Suite 858
Taylorchester, NY 91523",+1-452-671-9703,hgray@example.com,Farm manager,Producción,2014-11-24,Temporal,Diurno,Richard Farmer,Activo
1578,Gordon,Rios,1982-08-20,Masculino,"0162 Karen Forks
East Annaside, IL 50792",533-346-3843x0698,joshua39@example.com,Stage manager,Logística,2022-02-11,A tiempo parcial,Nocturno,Jennifer Dodson,Retirado
1579,Angel,Randolph,1998-02-03,Masculino,"3309 Johnson Union Apt. 804
North Brentmouth, KY 01418",+1-692-699-1070x868,emartin@example.org,Orthoptist,Producción,2024-03-14,Temporal,Rotativo,Kelly Castillo,Activo
1580,Gary,Frey,1959-01-12,Masculino,"259 Sarah Overpass
Hollytown, LA 73882",418.781.3686x40651,gloriageorge@example.com,Artist,Calidad,2021-09-28,Temporal,Diurno,Joshua White,Activo
1581,Tammy,Pham,2004-12-02,Masculino,"9353 Ramos Branch
Braunmouth, IN 31651",+1-679-488-0016x902,jonlawson@example.org,Statistician,Producción,2017-04-18,Temporal,Nocturno,Tara Murray,Retirado
1582,Carol,Ramos,1961-11-06,Masculino,"PSC 8451, Box 7439
APO AP 44768",+1-589-998-6452x68988,sherrysnyder@example.com,Advertising account executive,Calidad,2022-06-09,A tiempo parcial,Rotativo,Roger Williams,Retirado
1583,Victoria,Gordon,1965-11-15,Femenino,"607 Williams Wall Apt. 564
North Angela, RI 45820",001-729-803-6251x17749,bradfordcarolyn@example.net,"Social research officer, government",Administración,2024-05-21,Permanente,Nocturno,Jon Watson,Retirado
1584,John,Griffith,1978-07-24,Femenino,"7660 Jason Ports Suite 831
Lake Ericview, VI 52093",738.868.4198,nphillips@example.org,Comptroller,Logística,2020-04-08,Temporal,Diurno,Gabriela Pruitt,Retirado
1585,Stacey,Hernandez,1959-06-05,Femenino,"3941 Duran Forks Suite 800
Lake Charlesfurt, OH 54620",2414636803,amber63@example.org,"Radiographer, therapeutic",Mantenimiento,2018-10-20,Permanente,Diurno,Veronica Kirby,Activo
